Accession,Description,Abundance: F1: Sample,Abundance: F2: Sample,Abundance: F5: Sample,Abundance: F6: Sample,Abundance: F7: Sample,Abundance: F8: Sample,Abundance: F10: Sample,Abundance: F11: Sample,Abundance: F12: Sample,Abundance: F13: Sample,Abundance: F14: Sample,Abundance: F15: Sample,Abundance: F18: Sample,Abundance: F19: Sample,Abundance: F20: Sample,Abundance: F21: Sample,Abundance: F22: Sample,Abundance: F23: Sample,Abundance: F26: Sample,Abundance: F27: Sample,Abundance: F28: Sample,Abundance: F29: Sample,Abundance: F30: Sample,Abundance: F31: Sample,Abundance: F34: Sample,Abundance: F35: Sample,Abundance: F36: Sample,Abundance: F37: Sample,Abundance: F38: Sample,Abundance: F39: Sample,Abundance: F42: Sample,Abundance: F43: Sample,Abundance: F44: Sample,Abundance: F45: Sample,Abundance: F46: Sample,Abundance: F47: Sample,Abundance: F50: Sample,Abundance: F51: Sample,Abundance: F52: Sample,Abundance: F53: Sample,Abundance: F54: Sample,Abundance: F55: Sample,Abundance: F58: Sample,Abundance: F59: Sample,Abundance: F60: Sample,Abundance: F61: Sample,Abundance: F62: Sample,Abundance: F63: Sample,Abundance: F66: Sample,Abundance: F67: Sample,Abundance: F68: Sample,Abundance: F69: Sample,Abundance: F70: Sample,Abundance: F71: Sample,Abundance: F74: Sample,Abundance: F75: Sample,Abundance: F76: Sample,Abundance: F77: Sample,Abundance: F78: Sample,Abundance: F79: Sample,Abundance: F82: Sample,Abundance: F83: Sample,Abundance: F84: Sample,Abundance: F85: Sample,Abundance: F86: Sample,Abundance: F87: Sample,Abundance: F90: Sample,Abundance: F91: Sample,Abundance: F92: Sample,Abundance: F93: Sample,Abundance: F94: Sample,Abundance: F96: Sample
P62841,40S ribosomal protein S15 OS=Homo sapiens OX=9606 GN=RPS15 PE=1 SV=2,12812.65332,7948.484863,18282.16211,8999.665039,17541.00781,17167.27344,15496.40137,20570.85352,15825.40967,16960.11938,13756.52734,24496.87299,4308.759277,18581.04688,1269.11731,1935.349731,4183.928223,,10726.71484,19893.70374,21793.00464,44298.18164,12380.73633,13739.95703,28487.08057,37017.42218,30666.55713,15818.83496,18205.06055,43406.04541,32301.14014,38569.8252,6337.324219,7861.19397,30425.08984,14773.76172,22990.15186,23028.6665,28116.90918,24801.93945,28646.12891,32670.88574,32179.14502,27985.29297,35582.25293,24541.55762,21576.72754,46230.74854,21716.53516,120961.6523,20268.62109,34724.17871,32732.45508,31755.34082,12762.48242,62384.07227,34097.88574,22928.2793,33206.0271,32080.47119,38509.25635,27796.67578,21920.8335,37853.87891,37718.02441,83112.47168,19474.03296,11796.96094,9181.948242,22485.27881,11334.62305,18838.16602
O95721,Synaptosomal-associated protein 29 OS=Homo sapiens OX=9606 GN=SNAP29 PE=1 SV=1,14172.07996,19914.5022,20222.48999,14222.29248,22287.56161,19003.59973,14735.30835,36457.28076,19279.7594,11340.03735,11630.39282,14634.4906,18705.72583,25721.88062,7878.684814,11348.92139,28061.33569,12228.64404,12516.00549,21815.9043,9349.390259,23712.3551,18991.64966,13987.43286,30449.93945,26561.45728,13631.23303,19003.13257,13048.04736,16606.37158,19490.87964,6750.837097,4028.801178,2433.350769,15176.08423,11510.84497,21245.6853,10657.80878,15474.55273,12002.28418,22698.18701,23561.09717,22130.70471,24441.90857,18220.95154,23475.10815,20568.42188,38056.26709,11214.49976,15472.15625,16275.578,7712.962158,36309.80518,25832.01685,10579.05383,19479.81665,25908.60278,14629.48462,28468.95728,17303.20056,17078.67957,23320.48901,13794.33777,23178.34375,17653.70068,5473.90979,11099.97021,7936.259033,5609.096252,14803.00195,10337.64832,8591.342651
O75534,Cold shock domain-containing protein E1 OS=Homo sapiens OX=9606 GN=CSDE1 PE=1 SV=2,9996.339355,8553.802368,12383.19037,8518.505341,13163.00488,13236.94971,11757.16254,15616.53418,1770.415894,4803.122925,8869.740479,10516.94879,14916.61768,14136.66663,6059.393219,17285.3808,18650.4231,7034.086182,7667.080963,10201.86255,6332.325745,7995.980713,10302.99829,10489.92163,16529.4162,16792.1582,9182.560364,9076.213379,4683.137878,13044.8324,10978.97449,7544.292664,2347.680084,,11177.88281,8769.212189,13446.5033,4379.287781,5717.417358,8920.817932,13545.63043,10464.92065,10580.13733,17104.43738,14334.11255,9646.560181,9682.648071,19968.9834,4425.243774,11261.67944,9451.97821,13915.68054,25884.99622,15157.40277,1435.766663,8672.990997,8191.363892,9225.90271,14049.52783,10241.13342,10532.68237,11319.4397,7853.9646,9211.813721,14821.31262,14059.76563,6619.402588,2060.276062,3535.680603,6211.958771,2090.694031,13363.28223
P49591,"Serine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=SARS1 PE=1 SV=3",11249.5094,15011.44495,12924.20459,3823.94458,13408.99982,11983.37402,6277.145142,16018.55884,17974.64563,4100.710815,12924.15588,23097.01382,21445.12158,24803.42236,1076.028442,38012.63306,36494.93896,16678.00543,9010.660522,17566.30402,11877.21606,24605.84717,23488.92529,11196.0022,25787.68091,23282.82336,27255.24811,19216.72888,14796.94946,17259.91547,29339.55981,17176.93579,6396.814087,2385.030273,31190.8761,22612.65576,21510.11237,23340.18445,7089.094727,19171.99854,33586.82959,23928.3891,12755.95508,6358.208496,18209.83887,12056.51453,14165.47925,23963.67548,22643.60541,23298.3855,7073.092682,20358.78857,28069.17554,29158.02054,15089.97778,31425.64413,17716.48706,14475.15802,21303.88361,14451.63867,16244.06555,16384.57275,14998.76025,17180.15076,27731.43506,27921.14777,18867.18604,11996.1405,10706.99152,7045.339478,18021.34766,19289.73462
P09622,"Dihydrolipoyl dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=DLD PE=1 SV=2",5325.880432,9994.29126,14874.12659,7172.109985,6302.283478,17126.3717,10611.81189,14261.39612,3542.736694,825.4190674,809.036377,20352.60144,2499.431213,33315.67017,4337.017212,3669.560486,17756.62463,13141.3811,8165.268372,5231.065186,11651.58954,354.0505676,7980.103394,8758.078735,19567.92944,10716.1709,,9015.243652,4196.298584,6942.563538,2312.853577,8673.31543,4353.934326,,16133.24536,10757.79858,15181.96753,2792.247314,13954.6521,8174.127197,7657.938477,16401.53345,9825.64856,5200.022949,8252.649414,10244.13354,4944.97522,27116.39063,5718.865723,7578.938599,11589.65076,5220.105652,25780.04102,22809.69189,4542.445374,8085.5896,13165.33179,7000.374878,15373.30908,23655.1814,13042.3501,20298.41919,6575.453857,15666.29993,15696.28955,7702.806274,1849.234497,1071.49469,2548.494995,525.7828979,7656.184387,11893.7959
Q13442,28 kDa heat- and acid-stable phosphoprotein OS=Homo sapiens OX=9606 GN=PDAP1 PE=1 SV=1,7453.471802,4319.344788,12203.74341,2242.679077,7593.348511,9698.736694,8950.329224,15036.86328,9556.787354,6091.936157,10837.20935,9402.360291,8858.758301,12596.20679,7303.749634,20839.69324,18528.4707,14888.99951,10594.47485,13028.11475,8381.486816,11939.57666,13049.62744,13882.46362,19044.31201,17491.37549,10735.81348,8817.816162,6594.736511,16473.14111,19162.68555,11599.81934,1396.871338,2047.606964,15793.65186,9044.941895,11950.84106,13417.18091,9596.855103,11781.08582,11708.73596,11941.39777,12337.29492,11889.00464,10535.229,11648.21033,14670.82043,24078.95898,9439.460938,17184.96936,6261.250885,19945.97461,25638.63721,20352.04016,7230.202881,13018.06274,13517.73761,11411.27905,14147.00952,15860.47467,12514.07593,10883.21448,11080.62549,10936.66821,15719.50122,23121.81885,7985.243896,14768.37256,4441.231323,10498.96094,11447.38647,13530.47131
P46778,60S ribosomal protein L21 OS=Homo sapiens OX=9606 GN=RPL21 PE=1 SV=2,40194.60803,43050.13562,56483.99048,26614.47461,50484.97205,50306.73535,42069.89136,54833.04883,33077.65979,33211.00562,66360.32971,71147.75415,108044.8064,69589.02832,37851.06775,113297.2122,95630.08716,57813.17908,44460.1637,78228.68945,69400.1084,87145.00806,60774.90173,58262.74768,74547.52734,77043.05078,88777.0415,56313.33716,56484.35474,68344.02026,67962.72705,70217.28687,14812.59222,10561.3031,69986.31201,39679.29333,59410.35925,54109.2334,48005.46362,66686.78833,72065.16406,79247.25513,58801.53174,61292.76831,86244.50391,42810.32874,54688.72009,72324.14478,67966.21692,90382.87939,38759.20874,94476.98242,97539.31348,75392.52954,33668.0177,86784.58447,73179.54065,62527.05859,68066.37061,64000.95532,60557.08765,57895.20581,42585.30103,50071.02783,47846.32129,126163.3213,46709.77124,37594.72552,36791.79492,38545.03906,27606.22058,73583.15112
P46782,40S ribosomal protein S5 OS=Homo sapiens OX=9606 GN=RPS5 PE=1 SV=4,30092.76645,27776.0498,55597.30914,27393.10449,40964.24698,30045.30469,24691.58606,48704.40527,23725.12549,25325.71533,43404.89502,48718.62793,33400.65894,49284.28369,22070.83057,99595.55664,72446.29761,36244.68091,37196.05957,48887.36951,44395.59375,53945.35547,43825.59021,39132.17676,60532.63672,50410.11914,56185.30078,30485.81683,25582.69333,54287.28531,43938.43604,41235.03101,7964.424316,5001.079102,49787.98779,29740.83496,26731.76709,46022.27661,37935.35315,35920.6145,40919.20996,53248.43054,43487.43396,37476.04002,57056.42969,33689.04126,33344.60693,74415.69092,50654.172,56068.29639,34247.61646,66156.83691,51649.15527,56955.10059,23435.51404,72024.87842,49138.4729,38590.21851,51073.95703,48636.26416,41976.02808,46548.56836,36666.15771,44298.11401,46002.6709,105065.0894,33641.30386,39458.0083,18782.2915,41326.57568,21775.00146,42905.0614
Q14444,Caprin-1 OS=Homo sapiens OX=9606 GN=CAPRIN1 PE=1 SV=2,12074.86096,13742.23569,19342.60144,4888.44043,14125.25073,13700.59399,13409.7453,21718.3205,8093.937622,3596.785156,14443.0769,18032.2417,25612.37427,22351.83032,8851.573975,27579.22852,44057.64484,12765.20508,13676.05444,16845.44434,14501.4285,17719.43906,19816.56055,13679.96399,27371.78503,25381.74353,16315.81677,19455.26001,12414.17749,22606.74219,18352.72467,14178.15228,2432.848999,,15281.39093,14342.64783,19096.35437,9176.256104,10598.39746,10688.85278,16960.19019,16533.11365,16624.87262,20556.80859,19642.46872,11334.07828,16259.86694,30962.38416,12164.95227,10645.63605,14030.47226,20454.42889,25971.39441,21261.77863,4796.858887,10190.87402,21263.56177,13431.79565,17346.53619,9642.771729,16661.98856,18398.20471,14472.22156,15864.29309,23202.63062,21859.09302,12074.59534,7032.510315,4001.506958,16510.73718,3335.459076,19090.35468
Q13428,Treacle protein OS=Homo sapiens OX=9606 GN=TCOF1 PE=1 SV=3,22039.93469,19558.59631,36338.95789,20625.22345,32717.57642,27976.69852,23813.7522,42436.69324,19462.24646,23449.98865,31987.89172,34931.52197,35223.43213,36653.36426,16067.69794,51477.90552,35840.35803,28138.94104,10051.93457,35617.54175,34077.58484,42226.65552,34059.60919,28992.62329,45106.04874,35388.07605,40534.71213,23123.57849,26841.60559,34532.81015,48678.12695,42503.89697,5376.231567,4683.597382,48019.62024,19863.73682,29417.19287,37927.61426,26609.04831,30950.98059,29091.58783,38191.45337,32735.00241,31390.74353,35808.64081,22347.09344,39689.34906,60426.39417,40228.79581,44592.77411,26919.42651,57207.56189,52164.00861,25910.06677,24567.99182,47277.47858,31631.77148,30093.52167,33751.19885,29443.77942,24935.32227,31650.88931,23786.75803,41205.52661,33896.41089,50212.14832,27160.12067,28958.11951,20941.92212,24148.87415,19153.74219,34917.83105
P55010,Eukaryotic translation initiation factor 5 OS=Homo sapiens OX=9606 GN=EIF5 PE=1 SV=2,14903.32947,9544.172363,17911.78711,10329.69666,8486.332672,14752.57843,11041.70947,20620.0979,11237.65854,15765.82724,17686.96008,14772.58954,28199.38898,16595.90625,8810.189514,23622.59409,26223.97021,17328.26065,19499.11935,18932.37549,21871.78638,22629.59772,13426.64925,15518.0946,16706.9613,22512.81854,24770.56122,12248.77429,11119.85959,18899.99783,19381.89606,19265.76068,3779.339844,2265.699829,17236.21796,16305.50537,17126.95349,17039.81732,19757.54538,12008.71191,14734.39307,22014.25098,15716.17981,18942.95123,18993.23792,12637.70526,12409.91504,23951.30542,16077.53558,20663.29199,10302.21411,23644.70438,31881.12213,13918.07617,12828.42517,18015.09967,24503.08154,8202.89624,14606.2373,16173.96832,16986.92041,13378.30463,13111.18042,14831.12354,16850.26184,29623.70239,13448.56769,13152.99493,5594.514954,11077.02942,15344.84802,12842.07983
P02786,Transferrin receptor protein 1 OS=Homo sapiens OX=9606 GN=TFRC PE=1 SV=2,3996.659668,1870.954651,445.710907,,614.7825317,695.9472046,1539.648621,20798.56128,,826.1981201,5413.731812,1456.634277,15690.93677,3820.659668,,7754.813965,16160.08496,8841.460205,492.5170288,13058.95117,1884.027466,3093.724365,1124.383911,2695.918701,5668.125488,2426.885254,3674.625549,7944.558594,,,435.9732971,,,,11095.51636,297.1274109,2157.276733,972.3344727,11861.28528,,1121.351929,1355.659058,3794.538818,1952.744568,2744.343018,431.6827087,1896.196228,6514.237915,707.590271,,,977.4902344,3197.018738,2574.555664,292.1870117,2826.246826,2458.473694,3024.764221,519.9069214,1588.77771,2814.708313,515.1008911,818.3794556,4256.596375,,875.5770264,1307.213867,,1732.964966,,1463.82251,4422.135315
O00299,Chloride intracellular channel protein 1 OS=Homo sapiens OX=9606 GN=CLIC1 PE=1 SV=4,106913.9296,117777.7021,170227.7363,91804.00696,144350.416,204671.354,151398.8524,159963.5891,75074.43225,150170.7588,130058.1445,246231.8827,113427.1433,146776.1219,71750.0188,319925.1465,272253.0567,176898.491,145098.5396,154889.0694,186850.7577,167446.439,198883.4077,157803.7277,250869.5796,168045.7466,210728.6626,147114.1077,121594.1765,168445.0742,220218.2251,166857.4946,69173.68799,38957.08801,155080.2636,96086.47412,151824.853,193454.1643,154977.5291,223193.7183,181438.6152,222170.5773,168009.3408,166126.7515,164487.6738,120383.4006,168407.9932,288481.0237,193406.5498,219500.4507,123002.7063,303631.3413,201312.9412,282091.2436,164985.6918,197109.1772,185281.4004,138601.7215,209945.713,122921.646,184247.4998,158445.3918,160307.3077,220401.5888,177049.3005,391850.7214,125973.8877,111953.615,120884.2522,97578.13562,109958.1652,224206.9779
Q14247,Src substrate cortactin OS=Homo sapiens OX=9606 GN=CTTN PE=1 SV=2,13752.20337,10640.4939,23977.10638,10909.95929,19625.52124,13991.04059,14593.95544,11860.00732,15836.16638,6052.290497,11441.6972,16528.77759,9649.976074,17490.17017,4625.89502,19472.01636,25857.82178,13116.20239,12218.47595,22397.76257,18637.64014,18537.17932,17200.12543,17541.1814,20564.12427,13202.70227,19896.86768,12484.6936,12109.0199,17665.42285,17403.29755,16879.53461,5535.5047,1327.055359,16886.1203,12742.89349,20152.20264,12632.38586,13483.88312,15035.90649,22492.1637,16601.88843,19216.47363,19279.33347,19382.87854,17652.20728,12297.01788,25133.55688,19803.70288,18588.45129,13404.98688,28908.08948,26216.08252,25045.24243,11825.1333,23814.67249,13744.05786,10306.9165,15979.99683,8671.875977,8021.99231,16427.49023,14702.35718,14585.32455,9799.679504,24284.44043,10327.16125,12584.33801,8396.640869,12047.81262,17022.50952,18368.40015
Q8WUM4,Programmed cell death 6-interacting protein OS=Homo sapiens OX=9606 GN=PDCD6IP PE=1 SV=1,17145.43481,13693.04541,19925.48145,10200.71259,16573.92322,20209.52893,16916.1239,46729.33813,10126.72467,10376.66406,14439.46411,20231.40955,26877.11011,22418.94043,7787.647217,40159.38965,34890.16528,19277.95117,11492.54028,24985.8877,21747.64636,23462.16064,25325.48865,20445.55957,29673.22278,26235.58289,23186.64294,15557.5144,11812.28363,21355.13123,25439.02002,20738.84216,4849.70401,1930.725464,22164.71692,11417.3313,23874.78735,22510.89807,29106.1123,14797.95593,22744.55188,23684.52979,21007.81567,20611.95142,21147.00391,43311.36548,18157.4519,24211.3186,26324.76062,23728.07581,18265.4812,28062.89197,42766.24219,27933.54883,13842.95911,25542.8728,22410.14771,13927.03833,20806.87158,21095.49487,19701.9491,18884.82874,17187.27515,17254.38171,18608.16431,31812.87183,15709.89258,13502.93274,7545.230042,14120.79584,25326.7262,21785.54871
Q8N1G4,Leucine-rich repeat-containing protein 47 OS=Homo sapiens OX=9606 GN=LRRC47 PE=1 SV=1,10391.61206,13874.95215,11111.73718,5749.616821,14130.30554,12879.59204,5447.096436,21480.12402,6137.626282,5108.079346,4088.441772,14662.83179,14121.36255,17188.93799,5274.441345,12879.7998,26748.18359,18240.98633,9491.364929,12242.45459,8302.669189,16692.77539,18315.67236,8888.048706,18501.95435,21395.0061,14004.63135,17632.20386,7191.355103,11429.96167,22342.73193,12873.31079,4794.43335,2208.088379,18028.24487,10587.62805,16251.50781,14712.74841,10135.64795,11914.44861,17407.75806,17357.39551,17842.84937,9582.685791,16876.92114,13624.48389,8696.099609,26582.82153,12060.06177,15200.79907,5937.050049,16416.60571,23198.70313,18139.21411,7041.051636,18092.82202,13255.61731,9625.271118,15180.95081,10643.32349,14033.04248,11996.77869,11506.78882,10739.07654,13939.50244,30013.83594,8313.939148,6249.631958,8421.552979,6172.152954,9197.40686,17119.48364
Q9GZL7,Ribosome biogenesis protein WDR12 OS=Homo sapiens OX=9606 GN=WDR12 PE=1 SV=2,12322.26575,11890.6499,17306.10474,11726.19128,15253.48926,11237.32874,16709.67749,19299.99927,17567.7616,13236.49573,32819.54419,17726.95105,33273.65967,30449.30811,11793.53833,40656.78357,47216.23047,12594.45972,18733.49048,19885.77075,21960.38257,16144.75659,29550.47974,16470.48755,20431.5105,20668.57129,21357.97156,16014.7594,13442.50415,18242.87476,24983.60144,19370.29712,4706.731842,2254.075836,34294.44067,14562.93555,15555.13928,11184.26489,12740.11719,34099.14264,16078.1875,25689.95972,10285.53479,15300.54004,28390.47546,11076.41272,17942.6333,29868.99023,15007.96149,19627.82837,9668.467529,34005.17743,28832.35107,17072.59192,7990.92572,36600.19653,31144.5083,14318.72131,23638.33484,14902.9812,30538.19458,20651.1543,14064.31274,14278.56165,14657.82031,31337.1875,14019.28247,6173.830566,18285.22021,12557.90704,7139.20105,21698.52661
Q9BWF3,RNA-binding protein 4 OS=Homo sapiens OX=9606 GN=RBM4 PE=1 SV=1,6431.782837,8565.181458,9956.782959,3143.257935,6575.801758,5280.719238,5214.696655,7460.300171,3402.53479,5250.286743,14521.57007,7650.940186,9802.033447,7864.371704,4304.142578,8873.22168,16667.05713,7096.895996,7303.884644,8067.497314,6017.245605,5477.749756,5095.96167,4281.427979,8320.639648,15430.18799,13131.13843,4441.116943,9877.608398,8554.582397,8469.078857,5299.690674,1984.011292,352.6473389,12968.60425,4767.197021,9753.109497,8277.18689,5842.429199,10082.44751,8896.358398,9855.459229,7023.748169,5934.807373,6818.118896,4655.585205,9941.184082,13899.16504,7809.800049,8703.61792,3603.951538,5274.598877,11454.38843,13418.37109,2222.945923,6447.370361,10709.82861,3192.490479,6915.867432,4896.563965,6410.129028,8317.119263,10002.99951,14048.50415,4088.40332,11999.08813,5652.148926,3128.674805,7029.756104,5406.259644,3708.040283,7823.678955
Q02543,60S ribosomal protein L18a OS=Homo sapiens OX=9606 GN=RPL18A PE=1 SV=2,35629.86853,31259.09399,48355.49701,24895.61682,41494.00217,34264.81824,40894.12744,51377.58521,26721.66345,32284.67944,59296.78323,65694.2583,98234.6958,65279.3396,34761.51001,110923.5322,92989.79199,48129.66516,45816.88159,67693.55054,59316.08472,85195.73511,51068.57031,52060.53455,75182.00769,66768.7251,68311.96811,44746.57007,46728.80029,65243.07092,45066.18286,47652.1962,12496.71594,8116.723999,52516.76782,33000.54871,40564.03772,44180.29504,34804.93323,52559.25513,51035.94775,60387.90445,42403.41748,59272.34961,57543.77893,33874.57605,39298.42493,64589.14514,57906.21265,63331.07446,29805.05981,74384.48297,73101.73047,44676.78296,36172.5397,67072.91046,56647.93787,46248.71484,49120.09839,45587.21765,42276.84888,37201.63507,29681.27588,41151.41943,24553.56201,80010.19141,36222.75439,31387.54321,29724.55005,31458.44629,21367.25342,57507.42773
Q14157,Ubiquitin-associated protein 2-like OS=Homo sapiens OX=9606 GN=UBAP2L PE=1 SV=2,7635.338257,9562.734619,9395.719849,7503.9552,10117.96179,9782.035034,7384.504883,11376.91412,6116.591614,4432.029663,5904.928711,9424.774902,11180.95032,14804.69141,3256.115234,22886.03137,23231.46973,8488.723633,9002.184326,16905.9707,12036.58374,12962.16479,12699.95679,12305.93445,23474.43604,22602.82458,18051.12036,16885.99438,9086.256836,13186.09961,16458.02771,11049.10034,3914.778351,2183.588074,15812.36877,8485.936646,13307.86523,10674.42688,10362.49268,11758.13586,12881.01953,12827.6217,13258.5968,11020.78479,14097.3855,12533.47058,9701.886475,21290.85828,11115.71997,22256.14453,7514.551208,17260.0647,16527.94104,17505.3125,8962.520264,18114.40381,13999.04419,13303.9613,14298.45435,10586.53577,11879.45276,13253.09192,9666.824829,19562.39673,13684.28784,20234.39941,8494.133179,6313.308472,5766.652771,6432.363037,4587.334351,18162.99866
P00492,Hypoxanthine-guanine phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=HPRT1 PE=1 SV=2,26167.29639,25416.32312,33237.16643,22736.85065,13382.38196,19562.78964,11210.6676,51907.16064,16984.44531,18907.96686,18313.96182,24475.1134,17397.53528,29733.7673,12386.159,38217.66797,27939.77173,16351.42233,9892.598907,29366.63159,22555.01384,44535.0033,23991.52917,19747.19482,47235.59332,28831.7771,28609.86404,26747.87207,13395.17566,29565.26733,58916.09399,26505.45972,9013.496979,6372.50415,38779.53711,24370.62115,30613.52515,28448.38431,38795.13745,31037.60022,34252.32764,32672.74194,33371.22736,37310.41504,36731.7627,9038.015259,27518.87616,41170.04877,22571.52661,36851.74728,26519.42389,39577.24664,58840.16673,31109.80786,20157.6778,45867.47534,38010.98355,31401.36841,29010.2002,28002.31958,37327.23724,28882.61902,28661.71185,27577.26547,24504.4659,81507.40399,11580.37964,20681.49689,17591.72504,16172.54663,12064.8707,43781.43359
P05198,Eukaryotic translation initiation factor 2 subunit 1 OS=Homo sapiens OX=9606 GN=EIF2S1 PE=1 SV=3,20539.67566,17401.55646,24982.56323,12124.7691,21543.42603,19717.25244,18345.75037,26298.08527,19313.2218,14576.84998,20550.3634,23859.62665,31162.71448,22615.23413,9059.474609,39727.57788,49876.36572,24326.22449,22707.76025,29937.36597,21229.04736,29580.63171,20449.28589,18673.80493,40733.58179,31058.46729,28349.41913,17750.07544,16964.84134,31060.42297,40775.08228,24219.34888,7880.460083,2418.117615,26011.8269,22172.56299,17517.99536,13655.3158,18981.96802,22630.78979,28086.51941,29161.60303,22623.13489,24879.73706,18911.94067,21533.33545,20762.05603,38749.17285,27384.5769,31312.00079,14927.8866,34860.99707,37831.92194,27880.15259,20740.50879,33117.78223,28145.34894,19723.80811,26001.11038,20218.33398,32309.10022,17812.9519,15650.58087,16673.18262,26923.54547,31011.97693,23868.77307,14272.20508,14028.30804,11624.8252,15814.27893,24056.89087
